RunNumber;RunTime;WalkingSpeed;OrgLuggageCount;StartingDoorID;StepsTaken
7;19021;1;2;0;64
7;19021;1;3;1;66
7;19021;1;0;0;64
7;19021;1;3;1;66
7;19021;1;3;0;61
7;19021;1;3;0;66
7;19021;1;3;1;68
7;19021;1;3;1;73
7;19021;1;2;0;64
7;19021;1;0;1;74
7;19021;1;3;0;65
7;19021;1;1;0;69
7;19021;1;1;1;78
7;19021;1;0;1;77
7;19021;1;3;1;74
7;19021;1;0;0;72
7;19021;1;2;1;76
7;19021;1;0;0;79
7;19021;1;0;1;83
7;19021;1;0;1;85
7;19021;1;2;1;83
7;19021;1;2;0;82
7;19021;1;1;1;79
7;19021;1;1;0;84
7;19021;1;3;0;85
7;19021;1;2;1;87
7;19021;1;2;0;88
7;19021;1;3;1;87
7;19021;1;1;0;87
7;19021;1;1;0;90
7;19021;1;0;0;91
7;19021;1;0;0;92
7;19021;1;2;0;93
7;19021;1;1;1;95
7;19021;1;2;0;96
7;19021;1;1;0;97
7;19021;1;2;0;103
7;19021;1;1;0;95
7;19021;1;1;0;98
7;19021;1;3;1;102
7;19021;1;0;1;103
7;19021;1;3;1;102
7;19021;1;1;0;104
7;19021;1;0;1;100
7;19021;1;0;1;104
7;19021;1;3;1;104
7;19021;1;2;0;111
7;19021;1;1;1;103
7;19021;1;1;0;114
7;19021;1;2;0;113
7;19021;1;3;0;115
7;19021;1;3;1;112
7;19021;1;2;1;111
7;19021;1;0;0;118
7;19021;1;1;0;120
7;19021;1;0;0;117
7;19021;1;0;1;121
7;19021;1;3;1;126
7;19021;1;0;1;119
7;19021;1;1;1;114
7;19021;1;2;1;123
7;19021;1;2;0;121
7;19021;1;2;1;122
7;19021;1;1;0;130
7;19021;1;2;1;124
7;19021;1;2;1;134
7;19021;1;2;0;121
7;19021;1;3;1;127
7;19021;1;1;1;133
7;19021;1;1;1;131
7;19021;1;2;0;136
7;19021;1;0;1;147
7;19021;1;0;1;143
7;19021;1;0;0;133
7;19021;1;1;0;138
7;19021;1;3;1;148
7;19021;1;1;1;150
7;19021;1;1;1;143
7;19021;1;2;0;142
7;19021;1;0;1;150
7;19021;1;0;1;157
7;19021;1;0;1;147
7;19021;1;0;1;148
7;19021;1;0;0;147
7;19021;1;2;1;158
7;19021;1;3;0;140
7;19021;1;3;1;146
7;19021;1;1;0;142
7;19021;1;1;1;143
7;19021;1;2;1;162
7;19021;1;0;0;152
7;19021;1;3;1;170
7;19021;1;3;1;170
7;19021;1;3;1;162
